customer_id,full_name,email_address,phone_number,registration_date,purchase_amount,product_category,satisfaction_score_1-5,country,customer_age,gender,order_status,discount_applied,shipping_cost,registration_date_imputed
CUST_100861,Helen Wilson,Unknown,2173221483,2023-03-18,688.02,Toys,3,United States,50,Female,Pending,Yes,21.64,1
CUST_100414,Michael Taylor,michael.81@hotmail.com,3397218938,2019-08-19,517.08,Electronics,4,United States,70,Female,Pending,No,46.96,0
CUST_101169,Mark Wilson,mark.18@hotmail.com,4017361510,2021-10-24,400.93,Clothing,2,United States,60,Male,Unknown,Yes,26.55,0
CUST_101419,Anthony Moore,anthony.17@outlook.com,Unknown,2024-01-19,385.2,Sports,2,France,55,Male,Delivered,Yes,6.38,0
CUST_101132,Charles Lopez,Unknown,7764121512,2023-04-25,80.5,Sports,4,Australia,42,Female,Delivered,Yes,26.55,0
CUST_100065,Lisa Jones,Unknown,7835593440,2022-08-16,416.07,Sports,3,Germany,50,Female,Delivered,Unknown,34.12,0
CUST_101701,Richard Hernandez,richard.53@hotmail.com,1476527177,2024-06-02,776.66,Home & Garden,4,Japan,30,Male,Cancelled,Yes,30.71,1
CUST_101625,Helen Rodriguez,Unknown,8235985093,2018-12-23,463.85,Books,4,United States,37,Male,Cancelled,Yes,30.1,0
CUST_100297,Thomas Miller,thomas.76@yahoo.com,2575516866,2024-01-22,527.27,Electronics,3,France,48,Female,Pending,Yes,40.8,0
CUST_101726,Lisa Rodriguez,Unknown,2903616586,2022-11-14,682.58,Books,1,Germany,77,Female,Shipped,Yes,33.65,1
CUST_101619,Steven Taylor,steven.22@yahoo.com,4821246273,2023-10-30,685.42,Toys,2,Australia,33,Female,Delivered,No,19.66,0
CUST_100478,David Rodriguez,david.97@outlook.com,8631963967,2024-03-05,393.62,Home & Garden,2,Canada,29,Male,Pending,Yes,35.24,0
CUST_100529,Michael Johnson,Unknown,8533731866,2021-07-11,287.91,Books,5,Unknown,71,Female,Cancelled,No,26.55,0
CUST_101113,Jane Lopez,jane.31@company.com,1783569907,2018-07-20,720.6,Home & Garden,2,France,25,Male,Pending,Yes,42.14,0
CUST_100188,Thomas Hernandez,Unknown,1436074594,2022-06-10,235.04,Electronics,2,Japan,61,Male,Unknown,No,17.9,0
CUST_101128,Helen Anderson,Unknown,1861615572,2019-06-30,425.04,Automotive,5,Germany,48,Female,Cancelled,Yes,21.92,1
CUST_100654,Daniel Garcia,Unknown,2408441193,2020-10-05,328.36,Sports,1,Canada,45,Male,Cancelled,Yes,38.49,1
CUST_101424,Helen Martin,Unknown,6818693286,2023-01-16,654.52,Clothing,3,United States,19,Male,Pending,No,27.78,0
CUST_100298,Charles Thomas,charles.62@outlook.com,8311359721,2019-10-16,344.79,Toys,3,France,63,Female,Cancelled,No,22.89,0
CUST_100211,Robert Hernandez,robert.92@outlook.com,4019083434,2021-02-26,713.99,Automotive,3,Unknown,25,Female,Delivered,No,33.89,0
CUST_100904,Sandra Hernandez,sandra.52@outlook.com,Unknown,2022-07-29,794.87,Automotive,4,Unknown,68,Female,Cancelled,Yes,8.99,0
CUST_100480,Nancy Martinez,nancy.94@gmail.com,2282016328,2022-09-19,80.1,Automotive,4,United States,54,Female,Shipped,Yes,48.34,0
CUST_101460,Mark Wilson,Unknown,6448777282,2024-09-16,450.16,Unknown,5,Japan,43,Male,Delivered,Yes,21.62,0
CUST_101511,Emma Moore,emma.13@hotmail.com,3162135740,2024-06-03,308.28,Home & Garden,5,Japan,53,Female,Delivered,No,26.55,0
CUST_100819,Nancy Hernandez,nancy.97@company.com,3296195646,2019-04-10,576.62,Electronics,1,Australia,62,Male,Shipped,No,34.73,0
CUST_100212,Robert Rodriguez,robert.58@outlook.com,1547445588,2022-03-14,789.49,Home & Garden,2,United States,41,Female,Delivered,Yes,33.39,0
CUST_101870,David Wilson,david.97@gmail.com,9339388292,2022-11-25,767.53,Automotive,5,France,50,Male,Delivered,No,46.83,0
CUST_101407,Thomas Martinez,thomas.51@yahoo.com,7462908785,2018-11-04,764.72,Clothing,5,Germany,23,Male,Cancelled,Yes,13.9,0
CUST_100584,Jennifer Moore,jennifer.29@company.com,5393533498,2019-10-26,711.73,Sports,1,Germany,70,Male,Unknown,No,32.3,0
CUST_101615,Michael Thomas,michael.11@company.com,1565186793,2019-08-10,615.65,Books,3,Japan,71,Male,Delivered,Unknown,13.45,0
CUST_100780,Charles Davis,Unknown,8295627876,2018-09-15,499.2,Clothing,3,France,58,Male,Delivered,Unknown,37.84,0
CUST_101509,Susan Jones,susan.28@outlook.com,4846503157,2020-06-29,33.18,Home & Garden,2,Germany,29,Male,Delivered,Yes,33.67,0
CUST_101337,Jennifer Williams,Unknown,7017607274,2022-05-20,659.99,Books,3,United States,46,Male,Delivered,Yes,26.05,0
CUST_101461,Maria Gonzalez,maria.92@company.com,1812531113,2020-10-24,89.0,Toys,5,United Kingdom,43,Male,Shipped,Yes,25.45,0
CUST_101846,Nancy Miller,nancy.65@outlook.com,7004221111,2024-03-11,714.77,Home & Garden,4,France,70,Female,Shipped,No,26.53,0
CUST_101502,Daniel Garcia,Unknown,4531854400,2024-08-28,150.75,Sports,3,Germany,52,Female,Cancelled,No,37.98,0
CUST_101106,William Brown,Unknown,1103327767,2021-10-30,385.2,Electronics,1,United States,33,Male,Delivered,No,21.47,0
CUST_101000,Steven Miller,Unknown,4309233280,2022-08-03,239.07,Books,4,Australia,67,Male,Shipped,Yes,26.4,0
CUST_101247,Betty Thomas,Unknown,9603375786,2020-01-22,263.92,Home & Garden,5,United States,45,Male,Pending,No,7.48,0
CUST_101693,Maria Rodriguez,Unknown,2129053660,2024-01-01,283.92,Books,3,Germany,50,Male,Delivered,Yes,30.7,0
CUST_101919,John Miller,Unknown,2718575202,2022-10-01,669.54,Clothing,3,France,31,Male,Pending,Yes,7.92,0
CUST_100741,James Johnson,Unknown,6136289573,2023-05-27,179.7,Unknown,1,United Kingdom,39,Female,Delivered,No,12.75,0
CUST_101022,Steven Lopez,steven.64@outlook.com,4188361105,2020-01-05,648.57,Home & Garden,2,United States,38,Female,Shipped,Yes,43.52,0
CUST_101833,John Davis,john.15@gmail.com,6889561871,2019-07-21,547.38,Unknown,3,France,78,Female,Cancelled,No,24.08,0
CUST_100834,Donna Wilson,donna.86@company.com,3081952528,2022-11-07,717.87,Home & Garden,2,France,77,Male,Cancelled,Yes,24.06,0
CUST_100746,Sarah Lopez,Unknown,Unknown,2018-05-19,295.47,Unknown,3,Australia,23,Female,Cancelled,Yes,26.55,0
CUST_100532,Ruth Martinez,Unknown,4629178678,2022-04-04,23.22,Unknown,5,United Kingdom,34,Male,Cancelled,Yes,9.76,0
CUST_101055,John Martin,john.90@company.com,Unknown,2023-12-26,468.37,Sports,5,France,61,Female,Pending,Yes,44.23,0
CUST_101381,Robert Brown,robert.67@hotmail.com,8056177705,2023-03-17,101.88,Clothing,3,United States,76,Male,Shipped,Yes,8.55,0
CUST_101810,Maria Jones,Unknown,1773032529,2022-08-01,385.2,Books,3,Japan,36,Female,Cancelled,No,29.88,0
CUST_100099,Michael Williams,michael.63@yahoo.com,2729005016,2020-03-21,93.57,Unknown,1,United Kingdom,55,Male,Pending,Unknown,30.49,0
CUST_101617,Matthew Hernandez,Unknown,Unknown,2019-01-15,327.92,Electronics,1,Canada,77,Female,Delivered,Yes,49.63,0
CUST_100184,Robert Hernandez,robert.77@company.com,4492938794,2021-10-17,440.45,Clothing,4,Canada,59,Male,Pending,Yes,32.11,0
CUST_101455,Ruth Williams,ruth.97@gmail.com,7865117921,2019-10-11,266.28,Clothing,1,United States,34,Male,Cancelled,Yes,5.38,0
CUST_100544,Lisa Jackson,Unknown,8196476653,2019-11-22,642.16,Electronics,2,Canada,39,Male,Pending,No,36.77,0
CUST_100581,Matthew Martin,matthew.26@gmail.com,3421536605,2021-02-17,710.45,Home & Garden,5,Australia,50,Male,Delivered,No,27.61,0
CUST_101114,Betty Wilson,betty.33@company.com,Unknown,2019-11-29,272.3,Sports,1,Australia,34,Male,Cancelled,No,31.81,0
CUST_101170,Donald Jackson,Unknown,1453973458,2020-03-09,550.04,Books,4,United States,44,Male,Cancelled,Yes,42.7,1
CUST_100494,Donna Jackson,Unknown,6572757931,2020-09-12,385.2,Books,1,France,49,Male,Pending,No,34.02,0
CUST_100495,Jennifer Williams,Unknown,7731005068,2024-10-08,142.04,Home & Garden,1,United States,69,Male,Delivered,No,16.46,0
CUST_100555,Maria Wilson,Unknown,Unknown,2022-12-29,233.12,Toys,4,Australia,25,Female,Cancelled,Yes,14.81,1
CUST_100552,Emma Jackson,emma.87@gmail.com,9718842931,2023-08-09,744.24,Automotive,3,United Kingdom,52,Male,Delivered,No,47.02,1
CUST_101754,Thomas Jackson,thomas.50@outlook.com,7615297406,2024-07-17,543.35,Home & Garden,2,Germany,37,Female,Delivered,No,44.71,0
CUST_100450,Matthew Thomas,matthew.97@outlook.com,8333154687,2020-07-22,179.86,Books,1,Australia,80,Female,Cancelled,No,30.74,0
CUST_100289,Betty Jackson,Unknown,1103562878,2022-11-04,385.2,Toys,5,United States,22,Male,Cancelled,Yes,26.55,0
CUST_101664,John Martinez,john.73@hotmail.com,6534562134,2018-03-22,315.91,Sports,2,United States,22,Male,Delivered,No,26.55,0
CUST_100650,Jennifer Lopez,jennifer.34@hotmail.com,9375034077,2024-07-31,276.44,Automotive,1,Canada,80,Female,Shipped,No,7.21,1
CUST_100281,Charles Martinez,charles.14@hotmail.com,5218802986,2022-03-02,385.2,Sports,3,France,63,Male,Shipped,Yes,38.02,1
CUST_100247,Donna Brown,donna.16@yahoo.com,6919943102,2020-02-21,391.89,Clothing,3,Australia,69,Female,Cancelled,Yes,13.78,0
CUST_100990,Donald Martin,Unknown,1055406771,2018-10-02,149.52,Books,4,France,38,Male,Shipped,No,36.22,1
CUST_101084,Steven Johnson,Unknown,7331589944,2020-01-05,492.31,Books,4,Germany,21,Male,Cancelled,No,47.03,1
CUST_100932,Maria Martinez,Unknown,9972092805,2019-08-15,467.47,Clothing,3,France,29,Male,Delivered,Yes,49.62,0
CUST_100873,Jane Smith,jane.94@yahoo.com,9391658363,2023-11-21,467.97,Electronics,1,France,33,Male,Delivered,No,19.09,0
CUST_101401,William Martinez,william.78@yahoo.com,4942599813,2020-10-21,456.84,Electronics,4,United States,24,Male,Shipped,Yes,15.14,0
CUST_100733,Thomas Lopez,Unknown,8197902595,2019-09-02,519.96,Electronics,2,Germany,72,Female,Pending,No,28.83,0
CUST_100251,Donald Anderson,Unknown,8076505909,2019-05-07,435.74,Clothing,2,Unknown,47,Female,Shipped,Yes,22.47,0
CUST_100453,Lisa Gonzalez,lisa.57@company.com,7759683608,2023-03-23,730.12,Toys,4,United States,55,Male,Shipped,No,35.0,1
CUST_100237,Betty Jones,Unknown,2419759898,2023-07-07,790.66,Home & Garden,5,France,37,Male,Shipped,No,12.04,0
CUST_101637,William Gonzalez,Unknown,4698918304,2019-02-23,225.48,Books,2,Canada,72,Male,Pending,Yes,36.04,0
CUST_100381,James Wilson,james.80@hotmail.com,3758664432,2020-05-28,703.41,Sports,2,Australia,50,Female,Pending,Yes,37.57,1
CUST_100514,John Wilson,john.71@hotmail.com,8006617664,2019-02-16,106.43,Clothing,2,France,35,Unknown,Cancelled,Yes,26.55,0
CUST_101720,Anthony Miller,anthony.76@yahoo.com,9559134896,2019-07-26,564.36,Home & Garden,2,Australia,35,Male,Cancelled,No,18.55,0
CUST_100588,Thomas Brown,thomas.74@gmail.com,9292059230,2023-06-30,385.2,Toys,1,France,63,Male,Delivered,No,36.54,0
CUST_101523,Ruth Anderson,ruth.51@gmail.com,7346152319,2022-07-18,383.26,Electronics,4,United States,75,Female,Shipped,Yes,38.06,1
CUST_100620,Karen Johnson,Unknown,5076069723,2022-11-11,622.65,Sports,3,Australia,76,Female,Shipped,No,26.55,0
CUST_101067,Sandra Smith,Unknown,Unknown,2024-01-11,322.44,Sports,3,Germany,22,Female,Pending,Yes,16.45,0
CUST_101798,Betty Gonzalez,betty.60@hotmail.com,8585106710,2020-06-28,182.65,Home & Garden,2,Japan,40,Female,Shipped,No,27.53,1
CUST_100845,Daniel Gonzalez,daniel.51@hotmail.com,6939872694,2018-01-16,339.0,Clothing,4,United States,50,Male,Shipped,Yes,39.94,0
CUST_101078,Matthew Garcia,matthew.46@hotmail.com,1527159856,2021-10-15,391.05,Unknown,1,Canada,50,Male,Cancelled,No,49.84,0
CUST_101189,Unknown,james.49@hotmail.com,7812415264,2023-08-31,385.2,Toys,5,United States,43,Female,Delivered,No,26.55,0
CUST_100964,Daniel Jones,Unknown,8534438415,2022-07-12,228.99,Clothing,3,Germany,43,Male,Cancelled,No,35.05,0
CUST_100808,William Wilson,william.48@yahoo.com,8187352625,2024-09-27,31.26,Home & Garden,1,United States,46,Male,Delivered,No,15.96,1
CUST_100607,Karen Lopez,karen.78@hotmail.com,2082332971,2019-07-27,725.23,Home & Garden,5,Australia,63,Female,Delivered,Yes,48.41,0
CUST_100712,Donna Gonzalez,Unknown,9493649222,2018-12-04,429.64,Electronics,3,Japan,62,Unknown,Delivered,Yes,32.71,0
CUST_101004,Mark Gonzalez,mark.11@outlook.com,4849018158,2020-08-27,466.19,Home & Garden,3,Australia,50,Female,Unknown,No,47.68,0
CUST_101847,Susan Brown,susan.43@company.com,1548296871,2020-02-15,385.2,Books,2,Germany,31,Male,Delivered,No,44.3,1
CUST_100121,Anthony Johnson,anthony.64@gmail.com,4664963903,2020-10-05,576.75,Books,3,Germany,74,Male,Delivered,Yes,21.71,0
CUST_101679,Unknown,Unknown,3616202834,2023-10-27,779.77,Sports,5,United States,47,Female,Pending,Yes,37.23,0
CUST_100535,Anthony Gonzalez,Unknown,1894127660,2018-09-22,595.13,Toys,5,Japan,34,Male,Delivered,No,36.03,0
CUST_101331,Jennifer Brown,Unknown,9885366009,2021-06-26,225.16,Toys,3,France,57,Female,Pending,No,27.17,0
CUST_100367,Sandra Garcia,Unknown,7664947947,2022-04-06,385.2,Unknown,3,United States,72,Female,Cancelled,Yes,23.77,1
CUST_101290,Helen Brown,helen.77@gmail.com,7716908723,2020-02-19,178.13,Toys,5,United States,54,Female,Shipped,Yes,26.55,0
CUST_101584,Charles Anderson,charles.77@company.com,Unknown,2018-04-15,657.59,Books,4,Canada,79,Male,Pending,Yes,48.43,0
CUST_100998,Lisa Martinez,Unknown,2003675948,2019-02-01,385.2,Automotive,2,United Kingdom,49,Male,Shipped,Yes,32.47,0
CUST_100115,Lisa Davis,Unknown,2367611033,2024-09-19,678.2,Books,5,Unknown,22,Male,Cancelled,No,5.68,0
CUST_101607,Anthony Davis,anthony.22@gmail.com,9722613574,2023-10-12,610.28,Automotive,1,Australia,79,Male,Shipped,No,39.83,0
CUST_101314,Nancy Hernandez,Unknown,7419229594,2023-03-14,473.14,Books,1,France,38,Female,Cancelled,Yes,41.75,1
CUST_100361,Steven Davis,steven.38@hotmail.com,5255047113,2024-01-04,313.38,Electronics,4,Canada,80,Female,Pending,No,33.6,0
CUST_100856,Steven Johnson,steven.20@hotmail.com,4514558928,2021-10-27,385.2,Sports,1,France,20,Female,Pending,No,24.93,0
CUST_101742,Unknown,Unknown,9797334707,2024-06-19,349.09,Books,4,France,77,Male,Pending,Yes,6.33,0
CUST_100941,Karen Taylor,karen.12@outlook.com,2807085520,2021-01-26,18.03,Electronics,2,France,32,Female,Shipped,Yes,27.25,0
CUST_100321,Thomas Johnson,thomas.93@yahoo.com,8898103177,2022-07-22,252.13,Clothing,4,Germany,66,Male,Delivered,Yes,6.49,0
