Customer ID,Full Name,Email Address,Phone Number,Registration Date,Purchase Amount,Product Category,Satisfaction Score (1-5),Country,Customer Age,Gender,Order Status,Discount Applied,Shipping Cost
CUST_101463,Richard Williams,richard.27@outlook.com,9327298454,5/6/2021 0:00,578.07,Electronics,2,US,67,Female,Cancelled,NO,12.91
CUST_101915,Matthew Martinez,matthew.84@gmail.com,142-812-8358,12/11/2018 0:00,773.68,Automotive,4,CAN,75,Female,Pending,No,36.5
CUST_101629,John Miller,user1629@invalid,650-478-8178,1/27/2022 0:00,272.79,Electronics,4,FR,34,Male,Shipped,No,17.58
CUST_101992,Richard Jackson,,199-873-1645,3/7/2023 0:00,397.14,Automotive,5,,,Female,,No,40.14
CUST_101303,Anthony Brown,anthony.95@outlook.com,,7/23/2020 0:00,358.91,Electronics,1,France,64,Male,Shipped,No,13.07
CUST_101575,Matthew Johnson,matthew.50@,917-157-8317,15-10-2021,642.86,Toys,3,France,64,Male,Shipped,No,$9.28 
CUST_101681,Sandra Moore,sandra.55@outlook.com,509-978-2639,,714.34,Sports,1,CAN,35,Female,Shipped,No,49.46
CUST_100630,Donna Rodriguez,donna.46@,398-140-3427,11/5/2023 0:00,333.06,Electronics,1,,79,Female,Shipped,No,25.06
CUST_101635,Daniel Gonzalez,daniel.47@hotmail.com,936-398-1358,2/1/2023 0:00,,Clothing,2,Germany,10,Female,Shipped,Yes,23.71
CUST_100519,Anthony Anderson,anthony.90@gmail.com,327-487-2720,,106.12,Books,5,FR,69,Male,Pending,No,
CUST_101347,LISA DAVIS,lisa.96@company.com,463-419-9552,2/17/2021 0:00,242.9,Sports,3,Australia,44,Female,Cancelled,No,48.24
CUST_100128,Robert Moore,robert.94@outlook.com,137-387-9074,6/2/2024 0:00,573.55,Sports,2,DE,34,Male,Shipped,Yes,31.27
CUST_100903,Richard Martinez,richard.58@gmail.com,205-129-4670,19-Sep-23,56.21,Electronics,1,CAN,33,Female,Delvered,Yes,
CUST_101315,Helen Thomas,helen.67@gmail.com,866-995-9963,1/9/2022 0:00,$251.76 ,Toys,8,united states,43,Male,Cancelled,No,28.31
CUST_101129,Maria Lopez,maria.36@,493-607-1308,1/21/2018 0:00,750.63,Home & Garden,4,US,59,Male,shipped,Yes,24.46
CUST_101686,James Martinez,james.64@outlook.com,,3/20/2024 0:00,$451.44 ,Electronics,1,DE,44,F,Shipped,No,$44.32 
CUST_100976,Jennifer Garcia,jennifer.83@yahoo.com,380-998-9927,10/29/2021 0:00,44.75,Books,4,UK,30 years,Female,Shipped,Yes,46.87
CUST_100781,Betty Johnson,user781@invalid,785-365-4015,9/6/2022 0:00,339.18,Toys,5,USA,49,male,Shipped,No,46.55
CUST_101375,Jennifer Anderson,,700-839-7000,12/13/2026,253.9,Home & Garden,3,Australia,N/A,Male,Delivered,Yes,33.75
CUST_100124,Carol Hernandez,,,5/5/2023 0:00,705.47,Books,5,CAN,44,Female,Delivered,Yes,6.06
CUST_100254,Lisa Smith,lisa.17@gmail.com,309-500-2043,5/5/2018,325.24,Clothing,2,United States,61,Male,Shipped,No,16.4
CUST_100930,Thomas Anderson,  user177@gmail.com  ,268-802-6032,2/26/2018 0:00,,Home & Garden,3,,79,male,Delivered,No,6.55
CUST_100220,Emma Anderson,emma.45@outlook.com,753-909-1599,4/18/2020 0:00,165.83,Books,2,Canada,27,Female,Delivered,Yes,33.19
CUST_100100,Sandra Thomas,sandra.73@hotmail.com,533-668-8401,,127.56,Clothng,4,USA,26,Male,Shipped,Yes,
CUST_101804,Ruth Martin,,874-491-4312,,"$4,713.00 ",Toys,5,Australia,19,Male,Shipped,Yes,29.43
CUST_100374,Michael Wilson,michael.34@,759-828-7297,7/18/2024 0:00,254.43,Electronics,2,aus,79,Female,Shipped,No,15.57
CUST_100420,"  Anthony Jones  	",anthony.35@company.com,189-408-9990,12/11/2020 0:00,197.1,Toys,3,Australia,24,Female,Shipped,Yes,39.87
CUST_101554,"  Maria Hernandez  	",maria.13@gmail.com,833-262-5992,9/6/2019 0:00,,Automotive,5,CAN,65,Female,Delivered,No,47.69
CUST_101844,nancy johnson,user1844@invalid,683-917-9322,,783.48,Electronics,1,Japan,68,Male,Delivered,No,34.49
CUST_100968,Anthony Williams,anthony.17@,827-441-9484,9/27/2020 0:00,616.69,Home & Garden,3,United States,31,Male,Shipped,Yes,33.48
CUST_101447,Sandra Smith,sandra.61@yahoo.com,791-940-8875,N/A,487.42,Clothing,2,Japan,,Male,delivered,No,30.46
CUST_100649,Donna Johnson,donna.45@yahoo.com,121-417-3669,,554.74,Automotive,3,France,64,Male,delivered,Yes,
CUST_101944,Betty Anderson,betty.24@yahoo.com,800-339-1096,N/A,367.08,,2,Germany,64,Female,Shipped,No,$21.13 
CUST_935650,Mark Taylor,  user270@gmail.com  ,928-607-8144,2/23/2021 0:00,400.19,Cloth,5,United Kingdom,123,Male,Pending,Yes,49.79
CUST_101593,Sandra Rodriguez,sandra.38@yahoo.com,604-746-3892,N/A,769.75,Electronics,4,USA,59,Female,Delivered,Yes,8.62
CUST_101968,"  Maria Hernandez  	",maria.94@hotmail.com,211.655.8410,3/19/2019 0:00,53.14,Books,3,United Kingdom,52,Female,Cancelled,,
CUST_101555,Susan Johnson,user1555@,550-789-5831,3/23/2019 0:00,594.82,Books,4,Japan,65,Female,Cancelled,No,32.73
CUST_100548,Mark Garcia,mark.56@company.com,279-176-7013,4/12/2022 0:00,673.78,Automotive,5,Australia,20,Male,Cancelled,No,26.45
CUST_100233,Robert Davis,robert.48@yahoo.com,(173) 468-1627,9/29/2021 0:00,304.76,Sports,4,Germany,71,Male,Pending,Yes,7.31
CUST_101165,Steven Williams,steven.28@company.com,,10/26/2023 0:00,461.4,Home & Garden,2,Japan,74,Male,,No,
CUST_101552,Mark Hernandez,mark.48@company.com,395.126.4621,7/23/2021 0:00,$763.71 ,,5,AUS,57,MALE,cancelled,Yes,
CUST_100680,James Smith,james.71@outlook.com,499-557-8838,1/30/2024 0:00,390.29,Books,2,France,18,Male,Shipped,No,40.69
CUST_100614,Daniel Gonzalez,user614@invalid,828-358-6690,3/13/2023 0:00,322.29,Clothing,4,,29,Female,Shipped,FALSE,17.73
CUST_100861,Helen Wilson,,217-322-1483,,688.02,Toys,3,US,,Female,Pending,Yes,21.64
CUST_100414,Michael Taylor,michael.81@hotmail.com,339-721-8938,8/19/2019 0:00,517.08,Electronics,4,United States,70,Female,PENDING,No,46.96
CUST_101169,Mark Wilson,mark.18@hotmail.com,401-736-1510,10/24/2021 0:00,400.93,Clothing,2,US,60,Male,,TRUE,
CUST_101419,Anthony Moore,anthony.17@outlook.com,,1/19/2024 0:00,($63.51),Sports,2,France,55,Male,Delivered,TRUE,6.38
CUST_101132,charles lopez,,776-412-1512,4/25/2023 0:00,80.5,Sports,4,AUS,42,Female,Delivered,Yes,
CUST_100065,Lisa Jones,,783-559-3440,8/16/2022 0:00,416.07,Sports,3,Germany,30 years,Female,Delivered,,34.12
CUST_101701,Richard Hernandez,richard.53@hotmail.com,147-652-7177,N/A,776.66,Home & Garden,4,Japan,30,Male,Cancelled,Yes,30.71
CUST_101625,Helen Rodriguez,USER1625@GMAIL.COM,823-598-5093,12/23/2018 0:00,463.85,Books,4,US,37,Male,Cancelled,Yes,30.1
CUST_100297,Thomas Miller,thomas.76@yahoo.com,257-551-6866,1/22/2024 0:00,527.27,Electronics,3,FR,48,Female,Pending,TRUE,40.8
CUST_101726,Lisa Rodriguez,john.smith@gmail.com,290-361-6586,11/5/2018,682.58,Books,1,DE,77,Female,Shped,Yes,$33.65 
CUST_101619,Steven Taylor,steven.22@yahoo.com,482-124-6273,10/30/2023 0:00,685.42,Toys,2,AUS,33,Female,Delivered,No,19.66
CUST_100478,David Rodriguez,david.97@outlook.com,863-196-3967,3/5/2024 0:00,393.62,Home & Garden,2,Canada,29,Male,Pending,Yes,35.24
CUST_100529,Michael Johnson,michael.11@,853-373-1866,7/11/2021 0:00,287.91,Books,5,,71,Female,Cancelled,No,
CUST_101113,Jane Lopez,jane.31@company.com,178-356-9907,7/20/2018 0:00,720.6,Home & Garden,2,France,25,Male,Pending,Yes,42.14 USD
CUST_100188,Thomas Hernandez,,143-607-4594,6/10/2022 0:00,235.04,Electronics,2,Japan,61,Male,,No,17.9
CUST_101128,Helen Anderson,helen.76@,186-161-5572,26-03-2024,425.04,Automotive,5,DE,48,Female,Cancelled,Yes,21.92
CUST_100654,Daniel Garcia,,240-844-1193,,328.36,Sports,1,CAN,45,Male,Cancelled,Yes,38.49
CUST_101424,Helen Martin,helen.30@,6818693286,1/16/2023 0:00,654.52,Clothing,3,USA,19,Male,Pending,No,27.78
CUST_100298,Charles Thomas,charles.62@outlook.com,8311359721,10/16/2019 0:00,344.79,Toys,2.7,FR,63,Female,Cancelled,No,22.89
CUST_100211,Robert Hernandez,robert.92@outlook.com,401-908-3434,2/26/2021 0:00,713.99,Automotive,,,25,Female,Delivered,No,33.89
CUST_100904,Sandra Hernandez,sandra.52@outlook.com,,7/29/2022 0:00,794.87,Automotive,4,,68,Female,Cancelled,Yes,8.99
CUST_100480,Nancy Martinez,nancy.94@gmail.com,228-201-6328,9/19/2022 0:00,80.1,Automotive,4,United States,54,Female,Shipped,Yes,48.34
CUST_101460,Mark Wilson,,644-877-7282,9/16/2024 0:00,450.16,,5,Japan,43,Male,Delivered,yes,21.62
CUST_101511,"  Emma Moore  	",emma.13@hotmail.com,316-213-5740,6/3/2024 0:00,$308.28 ,Home & Garden,5,JP,53,Female,Delivered,No,
CUST_100819,Nancy Hernandez,nancy.97@company.com,329-619-5646,4/10/2019 0:00,576.62,Electronics,1,AUS,62,Male,Shipped,No,34.73
CUST_100212,"  Robert Rodriguez  	",robert.58@outlook.com,154-744-5588,3/14/2022 0:00,789.49,Home & Garden,2,USA,41,Female,Delivered,Yes,33.39
CUST_101870,David Wilson,david.97@gmail.com,933-938-8292,11/25/2022 0:00,767.53,Automotive,5,FR,50,male,Delivered,No,46.83
CUST_101407,Thomas Martinez,thomas.51@yahoo.com,746-290-8785,11/4/2018 0:00,764.72,Clothing,5,DE,23,Male,Cancelled,Yes,13.9
CUST_100584,Jennifer Moore,jennifer.29@company.com,(539) 353-3498,10/26/2019 0:00,711.73,Sports,1,Germany,70,Male,,No,32.3
CUST_101615,Michael Thomas,michael.11@company.com,156-518-6793,8/10/2019 0:00,615.65,Books,3,Japan,71,Male,DELIVERED,,13.45
CUST_100780,Charles Davis,user780@invalid,829-562-7876,9/15/2018 0:00,499.2,Clothing,3,France,58,Male,Delvered,,37.84
CUST_101509,Susan Jones,susan.28@outlook.com,484-650-3157,6/29/2020 0:00,33.18,Home & Garden,2,Germany,29,Male,Delivered,Yes,33.67
CUST_101337,Jennifer Williams,  user19@gmail.com  ,701-760-7274,5/20/2022 0:00,659.99,Books,3,USA,46,Male,Delivered,Yes,26.05
CUST_101461,Maria Gonzalez,maria.92@company.com,181-253-1113,10/24/2020 0:00,89.00 USD,Toys,5,United Kingdom,43,Male,Shipped,1,25.45
CUST_101846,Nancy Miller,nancy.65@outlook.com,700-422-1111,3/11/2024 0:00,714.77,Home & Garden,4,France,70,Female,Shipped,No,26.53
CUST_101502,Daniel Garcia,daniel.98@,453-185-4400,8/28/2024 0:00,150.75,SPORTS,3,DE,52,Female,Cancelled,No,37.98 USD
CUST_101106,William Brown,william.82@,(110) 332-7767,10/30/2021 0:00,28295.54551,Electronics,1,USA,33,Male,Delivered,No,21.47
CUST_101000,Steven Miller,steven.70@,430-923-3280,8/3/2022 0:00,239.07,Books,4,Australia,67,Male,Shipped,Yes,26.4
CUST_101247,Betty Thomas,user1247@,960-337-5786,1/22/2020 0:00,263.92,Home & Garden,5,United States,45,Male,Pending,No,7.48
CUST_101693,Maria Rodriguez,,212-905-3660,1/1/2024 0:00,283.92,Books,,Germany,,Male,Delivered,Yes,30.7
CUST_101919,John Miller,,271-857-5202,10/1/2022 0:00,669.54,Clothing,3,France,31,Male,Pending,Yes,7.92
CUST_100741,James Johnson,,613-628-9573,5/27/2023 0:00,179.7,,1,United Kingdom,39,Female,Delivered,No,12.75
CUST_101022,Steven Lopez,steven.64@outlook.com,418-836-1105,1/5/2020 0:00,$648.57 ,Home & Garden,2,United States,38,Female,Shipped,Y,43.52
CUST_101833,John Davis,john.15@gmail.com,688-956-1871,7/21/2019 0:00,547.38,,-5,FR,78,Female,Cancelled,No,24.08
CUST_100834,Donna Wilson,donna.86@company.com,308-195-2528,11/7/2022 0:00,$717.87 ,Home & Garden,2,France,77,Male,Cancelled,Yes,24.06
CUST_100746,Sarah Lopez,,-3673,5/19/2018 0:00,295.47,,3,Australia,23,Female,Cancelled,Y,
CUST_100532,Ruth Martinez,user532@,4629178678,4/4/2022 0:00,$23.22 ,,5,United Kingdom,34,Male,Cancelled,Yes,9.76
CUST_101055,John Martin,john.90@company.com,,12/26/2023 0:00,468.37 USD,Sports,5,France,61,Female,Pending,Yes,44.23
CUST_101381,Robert Brown,robert.67@hotmail.com,805-617-7705,3/17/2023 0:00,101.88,Clothing,3,US,76,Male,Shipped,Yes,$8.55 
CUST_101810,Maria Jones,user1810@invalid,177-303-2529,8/1/2022 0:00,($90.44),Books,,JP,36,Female,Cancelled,No,29.88 EUR
CUST_100099,Michael Williams,michael.63@yahoo.com,272-900-5016,3/21/2020 0:00,93.57,,1,UK,55,Male,Pending,,30.49
CUST_101617,Matthew Hernandez,  user145@gmail.com  ,,1/15/2019 0:00,327.92,Electronics,1,Canada,77,Female,Delivered,Yes,49.63
CUST_100184,Robert Hernandez,robert.77@company.com,449-293-8794,10/17/2021 0:00,440.45 USD,Clothing,4,can,59,Male,Pending,Yes,32.11
CUST_101455,Ruth Williams,ruth.97@gmail.com,786-511-7921,10/11/2019 0:00,266.28,Clothing,1,USA,34,Male,Cancelled,Yes,5.38
CUST_100544,Lisa Jackson,lisa.23@,819-647-6653,11/22/2019 0:00,642.16,Electronics,2,CAN,39,Male,Pending,No,$36.77 
CUST_100581,Matthew Martin,matthew.26@gmail.com,342-153-6605,2/17/2021 0:00,710.45,Home & Garden,5,Australia,,Male,Delivered,No,27.61
CUST_101114,Betty Wilson,betty.33@company.com,-8521,11/29/2019 0:00,$272.30 ,Sports,1,Australia,34,Male,Cancelled,No,$31.81 
CUST_101170,donald jackson,user1170@invalid,1453973458,,550.04,Books,4,United States,44,Male,Cancelled,Yes,42.7
CUST_100494,Donna Jackson,user494@,657-275-7931,9/12/2020 0:00,($91.78),Books,1,FR,49,Male,Pending,No,34.02
CUST_100495,Jennifer Williams,  user316@gmail.com  ,773-100-5068,10/8/2024 0:00,142.04,HOME & GARDEN,1,united states,69,Male,Delivered,FALSE,16.46
CUST_100555,MARIA WILSON,,-10615,21-Nov-22,233.12,Toys,Good,Australia,25,Female,Cancelled,Yes,14.81
CUST_100552,Emma Jackson,emma.87@gmail.com,971-884-2931,N/A,744.24,Automotive,3,UK,52,Male,Delivered,N,47.02 USD
CUST_101754,Thomas Jackson,thomas.50@outlook.com,761-529-7406,7/17/2024 0:00,543.35,Home & Garden,2,Germany,37,Female,Delivered,No,44.71
CUST_100450,Matthew Thomas,matthew.97@outlook.com,833.315.4687,7/22/2020 0:00,179.86,Books,1,Australia,80,F,Cancelled,No,30.74
CUST_100289,Betty Jackson,john.smith@gmail.com,110-356-2878,11/4/2022 0:00,,Toys,5,USA,22,Male,Cancelled,Yes,
CUST_101664,John Martinez,john.73@hotmail.com,653-456-2134,3/22/2018 0:00,315.91,Sports,2,United States,22,Male,Delivered,FALSE,
CUST_100650,Jennifer Lopez,jennifer.34@hotmail.com,937-503-4077,11/24/2026,276.44,Automotive,1,Canada,80,Female,Shipped,No,7.21
CUST_100281,CHARLES MARTINEZ,charles.14@hotmail.com,521-880-2986,1-Mar-22,,Sports,,France,63,male,Shipped,Yes,38.02
CUST_100247,Donna Brown,donna.16@yahoo.com,691-994-3102,2/21/2020 0:00,391.89 USD,Clothing,6,AUS,69,Female,Cancelled,Yes,13.78
CUST_100990,Donald Martin,donald.91@,105-540-6771,,149.52,Books,4,FR,38,Male,Shipped,No,36.22
CUST_101084,Steven Johnson,USER1084@GMAIL.COM,733-158-9944,2/19/2020,492.31,Books,4,Germany,21,Male,Cancelled,No,$47.03 
CUST_100932,MARIA MARTINEZ,user932@,997.209.2805,8/15/2019 0:00,467.47,Clothing,3,FR,29,Male,Delivered,Yes,49.62
CUST_100873,Jane Smith,jane.94@yahoo.com,939-165-8363,11/21/2023 0:00,467.97,Electronics,1,France,33,Male,Delivered,No,19.09
CUST_101401,William Martinez,william.78@yahoo.com,494-259-9813,10/21/2020 0:00,456.84,Electronics,4,United States,24,Male,Shipped,Yes,15.14
CUST_100733,Thomas Lopez,thomas.47@,819-790-2595,9/2/2019 0:00,$519.96 ,Electronics,2,Germany,72,Female,Pending,No,28.83
CUST_100251,Donald Anderson,user251@,807-650-5909,5/7/2019 0:00,$435.74 ,Clothing,2,,47,Female,Shipped,YES,22.47
CUST_100453,Lisa Gonzalez,lisa.57@company.com,775-968-3608,11/23/2026,730.12,Toys,4,United States,55,Male,Shipped,No,35
CUST_100237,Betty Jones,betty.52@,241-975-9898,7/7/2023 0:00,790.66,Home & Garden,5,France,37,Male,Shipped,No,12.04
CUST_101637,William Gonzalez,william.70@,469-891-8304,2/23/2019 0:00,225.48,Books,2,Canada,72,Male,Pending,Yes,36.04
CUST_100381,James Wilson,james.80@hotmail.com,375-866-4432,,703.41,Sports,2,AUS,,Female,Pending,Yes,37.57
CUST_100514,John Wilson,john.71@hotmail.com,800-661-7664,2/16/2019 0:00,106.43,Clothing,2,FR,35,,Cancelled,Yes,
CUST_101720,Anthony Miller,anthony.76@yahoo.com,955-913-4896,7/26/2019 0:00,564.36,Home & Garden,2,Australia,35,Male,Cancelled,No,18.55
CUST_100588,Thomas Brown,thomas.74@gmail.com,929-205-9230,6/30/2023 0:00,,Toys,1,France,63,Male,Delivered,No,36.54
CUST_101523,Ruth Anderson,ruth.51@gmail.com,734.615.2319,8/29/2023,383.26,Electronics,Good,USA,75,Female,Shipped,Yes,38.06
CUST_100620,Karen Johnson,karen.97@,507-606-9723,11/11/2022 0:00,622.65,SPORTS,3,Australia,76,Female,Shipped,No,
CUST_101067,Sandra Smith,,-9234,1/11/2024 0:00,322.44,Sports,3,Germany,22,Female,Pending,Yes,16.45
CUST_101798,Betty Gonzalez,betty.60@hotmail.com,858-510-6710,,182.65,Home & Garden,2,Japan,40,Female,Shipped,No,27.53
CUST_100845,"  Daniel Gonzalez  	",daniel.51@hotmail.com,693-987-2694,1/16/2018 0:00,339,Clothing,4,US,122,Male,Shipped,Yes,39.94
CUST_101078,Matthew Garcia,matthew.46@hotmail.com,152-715-9856,10/15/2021 0:00,391.05,,1,CAN,,Male,Cancelled,No,49.84
CUST_101189,J@m3s Mill3r,james.49@hotmail.com,781-241-5264,8/31/2023 0:00,,Toys,5,United States,43,Female,Delivered,No,
CUST_100964,Daniel Jones,daniel.60@,853-443-8415,7/12/2022 0:00,228.99,Clothing,,Germany,43,Male,Cancelled,No,35.05
CUST_100808,William Wilson,william.48@yahoo.com,818-735-2625,12-Apr-21,31.26,Home & Garden,1,USA,46,Male,Delivered,No,15.96
CUST_100607,Karen Lopez,karen.78@hotmail.com,(208) 233-2971,7/27/2019 0:00,725.23,Home & Garden,5,Australia,63,Female,Delivered,Yes,48.41
CUST_100712,Donna Gonzalez,,949-364-9222,12/4/2018 0:00,429.64,Electronics,3,JP,62,,Delivered,Yes,32.71
CUST_101004,Mark Gonzalez,mark.11@outlook.com,484-901-8158,8/27/2020 0:00,466.19,Home & Garden,3,AUS,N/A,Female,,No,47.68
CUST_101847,susan brown,susan.43@company.com,154-829-6871,N/A,($86.37),Books,2,DE,31,Male,Delivered,No,44.3
CUST_100121,Anthony Johnson,anthony.64@gmail.com,466-496-3903,10/5/2020 0:00,576.75,Books,3,Germany,74,Male,Delivered,Yes,21.71
CUST_101679,Sus@n Gonz@l3z,,361-620-2834,10/27/2023 0:00,779.77,Sports,5,USA,47,Female,Pendng,Yes,37.23
CUST_100535,Anthony Gonzalez,anthony.28@,189-412-7660,9/22/2018 0:00,595.13,Toys,5,JP,34,Male,Delivered,No,36.03
CUST_101331,Jennifer Brown,john.smith@gmail.com,988-536-6009,6/26/2021 0:00,225.16,Toys,3,France,57,Female,Pending,No,27.17
CUST_100367,sandra garcia,sandra.57@,766-494-7947,,,,,US,72,Female,Cancelled,Yes,23.77
CUST_101290,Helen Brown,helen.77@gmail.com,771-690-8723,2/19/2020 0:00,178.13 USD,Toys,5,United States,54,Female,Shipped,Yes,
CUST_101584,charles anderson,charles.77@company.com,-10396,4/15/2018 0:00,657.59,Books,Good,Canada,79,Male,Pending,Yes,48.43
CUST_100998,Lisa Martinez,,200-367-5948,2/1/2019 0:00,,Automotive,2,United Kingdom,49,Male,Shipped,Yes,32.47
CUST_100115,Lisa Davis,  user357@gmail.com  ,236-761-1033,9/19/2024 0:00,$678.20 ,Books,5,,22,Male,Cancelled,No,5.68
